物件ID,行動名單,名稱,社區,公開地址,行政區,產品階段,住宅類型,登記用途,格局,樓層,總樓層,屋齡(年),電梯,管理費,最低刊登價(萬),最高刊登價(萬),有車位,總價含車位,車位價(萬),車位必買,預算判斷(8000萬),可確認總價(萬),預算判斷說明,主建物(坪),附屬建物(坪),主+附(坪),平台僅揭露之主+附合計(坪),共有部分(坪),車位(坪),權狀總坪,A口徑(主建物>=26),B口徑(主+附>=26),面積標示,最近出入口,步行公尺(估算),步行分鐘(估算),步行測量方式,位置精度,開價÷主建物(萬/坪),扣車位建坪單價(萬/坪),可售狀態,平台數,平台與物件編號,原始網址,查閱時間,臨路或巷內,主要生活機能,已深度查核,第一輪,主要優點,主要疑慮,待確認事項
XA-147,優先看屋,忠孝吉利華廈｜國館101吉利美廈,忠孝吉利華廈,台北市大安區延吉街,大安區,中古屋,華廈,集合住宅 ／ 住家用,2+1房2廳2衛,6,7,44.1,有,2630元/每月,4488,4488,無,,,,符合,4488,"無車位，總價：4,488 萬 ≤ 預算 8,000 萬",32,4.12,36.12,,5.28,,41.4,符合,符合,主建物符合 26 坪,5,930.4,12,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,140.25,108.41,研究日查得刊登頁，實際可售狀態待確認,3,住商不動產:WS85470 | 信義房屋:8847DK | 永慶房屋:7197161,https://www.hbhousing.com.tw/detail?sn=WS85470 | https://www.sinyi.com.tw/buy/house/8847DK | https://buy.yungching.com.tw/house/7197161,2026-09-20T13:28:00+08:00 | 2026-09-20T13:27:17+08:00 | 2026-09-20T13:28:48+08:00,,,,,主建物 32 坪，高於門檻 6.0 坪,屋齡 44.1 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,
XA-148,優先看屋,仁愛逸園,,台北市大安區仁愛路四段,大安區,中古屋,電梯大樓,,3房(室)1廳2衛,2,7,50.1,有,3000元/每月,6980,6980,無,,,,符合,6980,"無車位，總價：6,980 萬 ≤ 預算 8,000 萬",51.14,,,,,,51.14,符合,符合,主建物符合 26 坪,1,736.6,9.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,136.49,136.49,研究日查得刊登頁，實際可售狀態待確認,1,住商不動產:WS85672,https://www.hbhousing.com.tw/detail?sn=WS85672,2026-09-20T13:27:06+08:00,,,,,主建物 51.14 坪，高於門檻 25.1 坪,屋齡 50.1 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,步行時間落在分界附近或各平台座標差異大：需以實際門牌實走確認；附屬建物坪數未揭露；謄本登記用途未揭露（需確認為住家用）
XA-149,先補資料再決定,全坤X面101-11樓三房車,,台北市信義區信義路四段,信義區,新成屋,電梯大樓,(第二組)多戶住宅(H2) ／ （第二組）、多戶住宅（Ｈ２）,3房(室)2廳2衛,11,15,0.8,有,8220元/每月,7998,7998,有,是,400,,符合,7998,"含車位總價：7,998 萬 ≤ 預算 8,000 萬",24.14,1.98,26.12,,25.52,11.52,51.63,不符合,符合,主＋附符合26坪；主建物未達26坪,4,462.6,6,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝信義房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,314.75,189.43,研究日查得刊登頁，實際可售狀態待確認,2,住商不動產:WS85855 | 信義房屋:9395LN,https://www.hbhousing.com.tw/detail?sn=WS85855 | https://www.sinyi.com.tw/buy/house/9395LN,2026-09-20T13:26:59+08:00 | 2026-09-20T13:31:50+08:00,,,,,屋齡 0.8 年，相對較新,尚無明顯疑慮，但屋況未經現場確認,
XA-150,先補資料再決定,全坤X101｜全坤X面101-9樓三房車,全坤X101,台北市信義區信義路四段,信義區,新成屋,電梯大樓,(第二組)多戶住宅(H2) ／ （第二組）、多戶住宅（Ｈ２） ／ 其他,3房(室)2廳2衛,9,15,0.8,有,8220元/每月,7998,7998,有,是,400,,符合,7998,"含車位總價：7,998 萬 ≤ 預算 8,000 萬",24.14,1.98,26.12,,25.52,11.52,51.63,不符合,符合,主＋附符合26坪；主建物未達26坪,4,462.6,6,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝信義房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,314.75,189.43,研究日查得刊登頁，實際可售狀態待確認,3,住商不動產:WS85867 | 信義房屋:9841DL | 永慶房屋:7509273,https://www.hbhousing.com.tw/detail?sn=WS85867 | https://www.sinyi.com.tw/buy/house/9841DL | https://buy.yungching.com.tw/house/7509273,2026-09-20T13:27:01+08:00 | 2026-09-20T13:31:52+08:00 | 2026-09-20T13:32:30+08:00,,,,,屋齡 0.8 年，相對較新,住宅用途待確認,登記用途含非純住家項目（其他）：能否作住宅使用、貸款成數與稅率需另行確認；不列入優先看屋
XA-151,優先看屋,捷運信義安和邊間華廈,,台北市大安區信義路四段,大安區,中古屋,華廈,集合住宅,4房(室)2廳2衛,5,7,48.2,有,2090元/每月,4188,4188,無,,,,符合,4188,"無車位，總價：4,188 萬 ≤ 預算 8,000 萬",31.97,3.72,35.69,,5.98,,41.67,符合,符合,主建物符合 26 坪,5,295.3,4,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,131.00,100.50,研究日查得刊登頁，實際可售狀態待確認,1,住商不動產:WS86190,https://www.hbhousing.com.tw/detail?sn=WS86190,2026-09-20T13:25:56+08:00,,,,,步行約 4 分到捷運出入口,屋齡 48.2 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,
XA-152,優先看屋,&文昌高投報大土地美寓,,台北市大安區文昌街,大安區,中古屋,公寓,集合住宅 ／ 住家用,4房(室)4廳4衛,2,4,51.3,無,,3980,3980,無,,,,符合,3980,"無車位，總價：3,980 萬 ≤ 預算 8,000 萬",31.04,5.21,36.25,,,,36.25,符合,符合,主建物符合 26 坪,4,388.2,5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,128.22,109.79,研究日查得刊登頁，實際可售狀態待確認,2,住商不動產:WS86486 | 有巢氏房屋:7518086,https://www.hbhousing.com.tw/detail?sn=WS86486 | https://buy.u-trust.com.tw/house/7518086,2026-09-20T13:26:10+08:00 | 2026-09-20T13:33:04+08:00,,,,,步行約 5 分到捷運出入口,屋齡 51.3 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,管理費未揭露
XA-153,先補資料再決定,專約通化街美寓2房,,台北市大安區通化街,大安區,中古屋,公寓,住家用,2房(室)3廳2衛,5,5,48.8,無,,2600,2600,無,,,,符合,2600,"無車位，總價：2,600 萬 ≤ 預算 8,000 萬",25.36,7.83,33.19,,,,33.19,不符合,符合,主＋附符合26坪；主建物未達26坪,4,516.2,6.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,102.52,78.34,研究日查得刊登頁，實際可售狀態待確認,1,住商不動產:XS146651,https://www.hbhousing.com.tw/detail?sn=XS146651,2026-09-20T13:26:21+08:00,,,,,步行約 6.5 分，屬優先範圍,屋齡 48.8 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,管理費未揭露
XA-154,先補資料再決定,大安區捷運站旁都更美屋,,台北市大安區和平東路三段,大安區,中古屋,公寓,,開放式,2,5,52.6,無,350元/每月,6680,6680,無,,,,符合,6680,"無車位，總價：6,680 萬 ≤ 預算 8,000 萬",24.7,,,,,,24.7,不符合,待確認,面積待確認,2A,1076.9,13.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,270.45,270.45,研究日查得刊登頁，實際可售狀態待確認,1,住商不動產:YS174352,https://www.hbhousing.com.tw/detail?sn=YS174352,2026-09-20T13:29:03+08:00,,,,,（目前沒有明確優勢）,屋齡 52.6 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,刊登頁的主建物等於總建坪（24.7 坪），沒有附屬建物與共有部分的拆分：平台可能未拆分陽台、樓梯間或公設，主建物實際數字需以謄本確認；附屬建物坪數未揭露；謄本登記用途未揭露（需確認為住家用）
XA-155,優先看屋,六張犁芸廬電梯管理四房,,台北市大安區基隆路二段,大安區,中古屋,電梯大樓,住家用,4房(室)2廳2衛,12,12,33.5,有,1500元/每季,6180,6180,無,,,,符合,6180,"無車位，總價：6,180 萬 ≤ 預算 8,000 萬",38.18,3.73,41.91,,14.1,,56.01,符合,符合,主建物符合 26 坪,4,1008.2,13,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,161.86,110.34,研究日查得刊登頁，實際可售狀態待確認,1,住商不動產:YS198425,https://www.hbhousing.com.tw/detail?sn=YS198425,2026-09-20T13:28:07+08:00,,,,,主建物 38.18 坪，高於門檻 12.2 坪,屋齡 33.5 年：需留意管線、防水與貸款年限,
XA-156,先補資料再決定,世貿優質二樓4套房,,台北市信義區吳興街,信義區,中古屋,公寓,住家用,4房(室)--廳4衛,2,4,49.6,無,,2980,2980,無,,,,符合,2980,"無車位，總價：2,980 萬 ≤ 預算 8,000 萬",30.28,6.29,36.57,,,,36.57,符合,符合,主建物符合 26 坪,4,861.7,11,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝信義房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,98.41,81.49,研究日查得刊登頁，實際可售狀態待確認,3,住商不動產:YS203966 | 信義房屋:4126BZ | 永慶房屋:7452113,https://www.hbhousing.com.tw/detail?sn=YS203966 | https://www.sinyi.com.tw/buy/house/4126BZ | https://buy.yungching.com.tw/house/7452113,2026-09-20T13:27:20+08:00 | 2026-09-20T13:24:31+08:00 | 2026-09-20T13:33:10+08:00,,,,,總價 2980 萬，保留較多預算空間,屋齡 49.6 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,步行時間落在分界附近或各平台座標差異大：需以實際門牌實走確認；現況是否為隔套收租產品待確認；管理費未揭露
XA-157,先補資料再決定,大安敦南黃金一樓,,台北市大安區四維路,大安區,中古屋,公寓,住家用,OPEN/1衛,1,4,56.3,無,,4380,4380,無,,,,符合,4380,"無車位，總價：4,380 萬 ≤ 預算 8,000 萬",29.53,,,,,,29.53,待確認,待確認,面積待確認,2,1061.6,13.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,148.32,148.32,研究日查得刊登頁，實際可售狀態待確認,1,住商不動產:ZS169965,https://www.hbhousing.com.tw/detail?sn=ZS169965,2026-09-20T13:28:17+08:00,,,,,（目前沒有明確優勢）,面積待確認,刊登頁的主建物等於總建坪（29.53 坪），沒有附屬建物與共有部分的拆分：平台可能未拆分陽台、樓梯間或公設，主建物實際數字需以謄本確認；附屬建物坪數未揭露；管理費未揭露
XA-158,目前不符合條件,敦和豔｜敦和豔精品美豪邸,敦和豔,台北市大安區敦化南路二段,大安區,中古屋,華廈,住家用,2房(室)2廳2衛,6,9,13.6,有,15154元/每月,8388,8388,有,是,,,超出預算,8388,"含車位總價：8,388 萬 > 預算 8,000 萬",29.43,8.17,37.6,,23.17,9.67,70.44,符合,符合,主建物符合 26 坪,2A,259.7,3.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,,,研究日查得刊登頁，實際可售狀態待確認,2,住商不動產:ZS173700 | 永慶房屋:6583844,https://www.hbhousing.com.tw/detail?sn=ZS173700 | https://buy.yungching.com.tw/house/6583844,2026-09-20T13:25:34+08:00 | 2026-09-20T13:34:20+08:00,,,,,步行約 3.5 分到捷運出入口,"超出 8,000 萬預算",總價含車位，但車位價格未拆分：無法計算扣車位後單價
XA-159,優先看屋,101景觀電梯鼎佳,,台北市信義區基隆路二段,信義區,中古屋,電梯大樓,集合住宅,4房(室)4廳2衛,12,12,40.8,有,2850元/每月,5688,5688,無,,,,符合,5688,"無車位，總價：5,688 萬 ≤ 預算 8,000 萬",29.83,3.98,33.81,,4.06,,37.86,符合,符合,主建物符合 26 坪,4,668.4,8.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,190.68,150.24,研究日查得刊登頁，實際可售狀態待確認,1,住商不動產:ZS178450,https://www.hbhousing.com.tw/detail?sn=ZS178450,2026-09-20T13:27:16+08:00,,,,,公設比低（約 11%）,屋齡 40.8 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,
XA-160,目前不符合條件,榕馨華廈｜敦化南有頂加坡平車位可用,榕馨華廈,台北市大安區敦化南路二段,大安區,中古屋,華廈,住家用,3房2廳3衛,7,7,45.9,有,"每月約 8,068 元。",8580,8580,有,是,,,超出預算,8580,"含車位總價：8,580 萬 > 預算 8,000 萬",59.49,6.01,65.5,,9.68,,75.18,符合,符合,主建物符合 26 坪,2A,524.6,7,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝信義房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,,,研究日查得刊登頁，實際可售狀態待確認,3,住商不動產:ZS202608 | 信義房屋:8682WJ | 永慶房屋:7088927,https://www.hbhousing.com.tw/detail?sn=ZS202608 | https://www.sinyi.com.tw/buy/house/8682WJ | https://buy.yungching.com.tw/house/7088927,2026-09-20T13:26:00+08:00 | 2026-09-20T13:32:12+08:00 | 2026-09-20T13:29:08+08:00,,,,,主建物 59.49 坪，高於門檻 33.5 坪,"超出 8,000 萬預算",總價含車位，但車位價格未拆分：無法計算扣車位後單價；車位面積未揭露：無法確認權狀坪數中有多少是車位
XA-161,先補資料再決定,雙仁愛學區3房美寓,,台北市大安區安和路一段,大安區,中古屋,公寓,集合住宅,3房(室)2廳2衛,2,4,52.2,無,,3800,3800,無,,,,符合,3800,"無車位，總價：3,800 萬 ≤ 預算 8,000 萬",32.43,4.28,36.71,,,,36.71,符合,符合,主建物符合 26 坪,1,300.1,4,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,117.18,103.51,研究日查得刊登頁，實際可售狀態待確認,1,住商不動產:ZS203355,https://www.hbhousing.com.tw/detail?sn=ZS203355,2026-09-20T13:25:24+08:00,待確認：公開地址只到「安和路一段」。分區含道路用地，推測基地緊鄰計畫道路（研究推論），但是否正面臨安和路一段或位於巷內，需向房仲確認門牌。,捷運信義安和站（平台標示 285 公尺）、仁愛國小（平台標示 135 公尺）、仁愛國中（平台標示 248 公尺）、信義路南側的臨江街（通化）夜市商圈,是,,步行約 4 分、主建物 32.43 坪且前後陽台未外推的 2 樓一層一戶,土地分區標示「道路用地+住4」比例不明，且 52 年無電梯老公寓、無乾淨成交可比,土地地號明細、各地號分區與持分（道路用地比例）；完整門牌（臨安和路一段或巷內）；管理方式與有無公共基金；管線更新、修漏紀錄與翻修年份；海砂（氯離子）、輻射檢測資料；1 樓與頂樓現況（店面？頂樓加蓋？）；朝向（頁面為 座-- 朝--）
